Timestamp,participantID,audioStimuli,vote,reactionTime,voteDetails
4/11/2012 18:02:32,1334179777376:::Russia,./../audio_stimuli/recs1/10Spost3.mp3,-5,7346,2592:::Played stimuli ./../audio_stimuli/recs1/10Spost3.mp3; (-5:1334181747483)
4/11/2012 18:02:43,1334179777376:::Russia,./../audio_stimuli/recs3/28Spost2.mp3,5,4170,2844:::Played stimuli ./../audio_stimuli/recs3/28Spost2.mp3; (5:1334181766799)
4/11/2012 18:03:44,1334179777376:::Russia,./../audio_stimuli/recs3/36Spost5.mp3,-5,8481,3060:::Played stimuli ./../audio_stimuli/recs3/36Spost5.mp3; (-5:1334181826772)
4/11/2012 18:05:11,1334179777376:::Russia,./../audio_stimuli/recs2/25Spost1.mp3,-5,3064,2952:::Played stimuli ./../audio_stimuli/recs2/25Spost1.mp3; (-5:1334181914722)
4/11/2012 18:05:28,1334179777376:::Russia,./../audio_stimuli/recs2/25Spost1.mp3,0,14994,2952:::Played stimuli ./../audio_stimuli/recs2/25Spost1.mp3; (-5:1334181914722)
4/11/2012 20:00:41,1334188331915:::Russia,./../audio_stimuli/recs4/48Spost1.mp3,-5,6513,3744:::Played stimuli ./../audio_stimuli/recs4/48Spost1.mp3; (0:1334188833763); (-1:1334188833809); (-2:1334188833847); (-3:1334188833867); (-4:1334188833924); (-5:1334188833971)
4/11/2012 21:17:17,1334192849800:::Sussex,./../audio_stimuli/recs3/36Cpost4.mp3,3,11288,2736:::Played stimuli ./../audio_stimuli/recs3/36Cpost4.mp3; (0:1334193424721); (1:1334193424941); (2:1334193425231); (3:1334193426691); (2:1334193429219); (1:1334193429297); (0:1334193429468); (1:1334193429593); (2:1334193429780); (3:1334193430654)
4/11/2012 21:18:20,1334192849800:::Sussex,./../audio_stimuli/recs3/27Cpost6.mp3,-5,4996,3888:::Played stimuli ./../audio_stimuli/recs3/27Cpost6.mp3; (-5:1334193493229)
4/11/2012 21:23:26,1334193755482:::South Africa,./../audio_stimuli/recs4/45Mpost2.mp3,-5,4153,2628:::Played stimuli ./../audio_stimuli/recs4/45Mpost2.mp3; (0:1334193802540); (-1:1334193802567); (-2:1334193802606); (-3:1334193802633); (-4:1334193802683); (-5:1334193802710)
4/11/2012 21:23:49,1334193755482:::South Africa,./../audio_stimuli/recs4/41Mpost3.mp3,-5,4243,3132:::Played stimuli ./../audio_stimuli/recs4/41Mpost3.mp3; (-5:1334193826602)
4/11/2012 21:25:26,1334193755482:::South Africa,./../audio_stimuli/recs1/10Mpost2.mp3,-5,3084,2160:::Played stimuli ./../audio_stimuli/recs1/10Mpost2.mp3; (-5:1334193923691)
4/11/2012 21:34:23,1334193755482:::South Africa,./../audio_stimuli/recs2/24Mpost1.mp3,-4,2194,2952:::Played stimuli ./../audio_stimuli/recs2/24Mpost1.mp3; (-4:1334194460943)
4/11/2012 21:36:12,1334193755482:::South Africa,./../audio_stimuli/recs3/31Mpost2.mp3,-1,6716,2304:::Played stimuli ./../audio_stimuli/recs3/31Mpost2.mp3; (-2:1334194567979); (-1:1334194569567)
4/11/2012 21:36:27,1334193755482:::South Africa,./../audio_stimuli/recs3/31Mpost2.mp3,0,21053,2304:::Played stimuli ./../audio_stimuli/recs3/31Mpost2.mp3; (-2:1334194567979); (-1:1334194569567)
4/11/2012 21:48:16,1334195202347:::Sussex,./../audio_stimuli/recs2/14Cpost6.mp3,-4,4870,3564:::Played stimuli ./../audio_stimuli/recs2/14Cpost6.mp3; (-3:1334195291183); (-4:1334195291961)
4/11/2012 21:49:22,1334195202347:::Sussex,./../audio_stimuli/recs1/09Cpost2.mp3,-3,4471,2592:::Played stimuli ./../audio_stimuli/recs1/09Cpost2.mp3; (-3:1334195358453)
4/11/2012 22:54:00,1334199002283:::South Africa,./../audio_stimuli/recs2/23Mpost3.mp3,-5,3974,2952:::Played stimuli ./../audio_stimuli/recs2/23Mpost3.mp3
4/11/2012 22:54:11,1334199002283:::South Africa,./../audio_stimuli/recs2/23Mpost3.mp3,0,15005,2952:::Played stimuli ./../audio_stimuli/recs2/23Mpost3.mp3
4/11/2012 22:55:07,1334199002283:::South Africa,./../audio_stimuli/recs2/23Mpost6.mp3,-5,1617,4212:::Played stimuli ./../audio_stimuli/recs2/23Mpost6.mp3; (-5:1334199316120)
4/11/2012 22:57:34,1334199002283:::South Africa,./../audio_stimuli/recs4/46Mpost2.mp3,-5,2856,2700:::Played stimuli ./../audio_stimuli/recs4/46Mpost2.mp3; (-5:1334199463231)
